,utt_id,path,text,text_enhanced,spkid,start_s,end_s,problems,duration,label
6430,A1118858668#15287#9005548537101963,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005548537101963.wav,MỌI NGƯỜI TỚI CHƠI,MỌI NGƯỜI TỚI CHƠI,110622,1.310246527777777,2.3814130859375,,3.628375,speech
6420,A1118858668#15287#9005548568797951,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005548568797951.wav,MAI CA ƠI,MAIKA ƠI,110622,2.11,3.0,,3.02175,speech
6429,A1118858668#15287#9005548616940009,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005548616940009.wav,TIẾP KHÁCH,TIẾP KHÁCH,110622,1.552711588541667,2.0329134114583325,,3.21375,speech
6418,A1118858668#15287#9005548728945671,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005548728945671.wav,MỌI NGƯỜI VỀ HẾT RỒI,MỌI NGƯỜI VỀ HẾT RỒI,110622,1.4251588541666669,2.359038628472222,,3.18175,speech
6427,A1118858668#15287#9005549241767702,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005549241767702.wav,MỌI NGƯỜI TỚI CHƠI,MỌI NGƯỜI TỚI CHƠI,110622,1.4447884114583331,2.454354383680556,,3.53375,speech
6431,A1118858668#15287#9005549315453949,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005549315453949.wav,MỌI NGƯỜI VỀ RỒI,MOI NGƯỜI VỀ RỒI,110622,1.9251806640625004,2.871582356770833,,3.791125,speech
6421,A1118858668#15287#9005549319846584,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005549319846584.wav,MỌI NGƯỜI TỚI CHƠI,MỌI NGƯỜI TỚI CHƠI,110622,1.506998697916667,2.4172265625,,3.69375,speech
6417,A1118858668#15287#9005549413671626,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005549413671626.wav,THÍCH KHÁCH,THÍCH KHÁCH,110622,1.8347422960069444,2.1963726128472225,,3.663125,speech
6416,A1118858668#15287#9005549429601707,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005549429601707.wav,MỌI NGƯỜI VỀ HẾT RỒI,MỌI NGƯỜI VỀ HẾT RỒI,110622,1.4946050347222226,2.4798232421875,,3.311125,speech
6426,A1118858668#15287#9005549492916836,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005549492916836.wav,TIẾP KHÁCH,TIẾP KHÁCH,110622,1.64029296875,2.505041015625,,3.59775,speech
6423,A1118858668#15287#9005549699667953,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005549699667953.wav,TIẾP KHÁCH,TIẾP KHÁCH,110622,1.467667534722222,1.8873664279513889,,2.895125,speech
6428,A1118858668#15287#9005549833618393,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005549833618393.wav,TẮT NHẠC,TẮT NHẠC,110622,1.49,1.939140625,,2.892375,speech
6425,A1118858668#15287#9005549960887631,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005549960887631.wav,MẤY GIỜ RỒI,MẤY GIỜ RỒI,110622,1.4725208333333335,2.326492187499999,,4.07775,speech
6432,A1118858668#15287#9005550024107169,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005550024107169.wav,MỌI NGƯỜI TỚI CHƠI,MỌI NGƯỜI TỚI CHƠI,110622,1.4221716579861112,2.386337456597224,,3.28325,speech
6424,A1118858668#15287#9005550295223112,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005550295223112.wav,MẤY GIỜ RỒI,MẤY GIỜ RỒI,110622,1.3981868489583336,2.215328124999997,,4.07775,speech
6422,A1118858668#15287#9005550308045452,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005550308045452.wav,TIẾP KHÁCH,TIẾP KHÁCH,110622,1.7255640190972223,2.4252256944444466,,3.75775,speech
6419,A1118858668#15287#9005550308061269,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118858668#15287#9005550308061269.wav,MỌI NGƯỜI ĐẾN CHƠI,MỌI NGƯỜI ĐẾN CHƠI,110622,2.0388502604166674,3.1478515625,,4.30175,speech
9357,A1118860029#11120#9005548218736979,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118860029#11120#9005548218736979.wav,TẮT CHƯƠNG TRÌNH,TẮT CHƯƠNG TRÌNH,110622,1.3213464973009852,2.249124809683727,,3.0885,speech
9358,A1118860029#11120#9005548556244183,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118860029#11120#9005548556244183.wav,MỞ CÂU CHUYỆN CỔ TÍCH CHO ANH NHƯNG MÀ PHẢI PHẢI CÓ CHUYỆN CƯỜI NHÁ,MỞ CÂU CHUYỆN CỔ TÍCH CHO ANH NHƯNG MÀ PHẢI PHẢI CÓ CHUYỆN CƯỜI NHÁ,110622,3.23,11.981102507374631,,12.244625,speech
10559,A1118860108#10523#9005549656402011,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118860108#10523#9005549656402011.wav,TẮT TI VI PHÒNG KHÁCH,TẮT TIVI PHÒNG KHÁCH,110622,1.1408730539621597,2.336048327505694,,4.148625,speech
6371,A1118862989#15347#9005548784250404,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118862989#15347#9005548784250404.wav,TẮT ĐÈN PHÒNG NGỦ,TẮT ĐÈN PHÒNG NGỦ,110622,1.919705946180556,3.370511610243056,,4.204375,speech
6374,A1118862989#15347#9005550206010089,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118862989#15347#9005550206010089.wav,TẮT ĐI NGỦ,TẮT ĐI NGỦ,110622,1.5267645399305554,2.261420789930555,,3.087125,speech
6375,A1118862989#15347#9005550256149794,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118862989#15347#9005550256149794.wav,TẮT ĐÈN PHÒNG NGỦ,TẮT ĐÈN PHÒNG NGỦ,110622,1.4501365017361112,2.8635794270833337,,3.665875,speech
10085,A1118865976#10757#9005548033314154,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118865976#10757#9005548033314154.wav,BẬT ĐÈN PHÒNG NGỦ,BẬT ĐÈN PHÒNG NGỦ,110622,1.5558028399022186,2.736954929128842,,3.855125,speech
10090,A1118865976#10757#9005548139410125,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118865976#10757#9005548139410125.wav,BẬT ĐÈN BỂ CÁ,BẬT ĐÈN BỂ CÁ,110622,1.1171199286106113,2.434633080285255,,4.177875,speech
10091,A1118865976#10757#9005548623560163,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118865976#10757#9005548623560163.wav,TẮT TI VI,TẮT TIVI,110622,1.2919685168753494,2.1871527919975136,,2.961875,speech
10084,A1118865976#10757#9005549058827219,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118865976#10757#9005549058827219.wav,TẮT ĐÈN PHÒNG NGỦ,TẮT ĐÈN PHÒNG NGỦ,110622,1.379865967940502,2.3983291495713863,,3.11775,speech
10086,A1118865976#10757#9005549059204006,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118865976#10757#9005549059204006.wav,GIANG TRỘN BA LÁ BÀI VÀ TRẢI DÀI TRƯỚC KHÁCH HÀNG CỦA MÌNH NHƯNG THAY VÌ GẶP MẶT TRỰC TIẾP CHỊ NGỒI TRONG MỘT SỜ TIU ĐI Ô ĐƯỢC CHIẾU SÁNG,GIANG TRỘN BA LÁ BÀI VÀ TRẢI DÀI TRƯỚC KHÁCH HÀNG CỦA MÌNH NHƯNG THAY VÌ GẶP MẶT TRỰC TIẾP CHỊ NGỒI TRONG MỘT STUDIO ĐƯỢC CHIẾU SÁNG,110622,0.0,7.41,,7.439125,speech
10088,A1118865976#10757#9005549078919763,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118865976#10757#9005549078919763.wav,TẮT ĐÈN PHÒNG NGỦ,TẮT ĐÈN PHÒNG NGỦ,110622,2.082317854678104,3.1055761078121327,,3.759125,speech
10089,A1118865976#10757#9005549320735453,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118865976#10757#9005549320735453.wav,BẬT ĐIỀU HÒA,BẬT ĐIỀU HÒA,110622,1.846996336996337,2.917448107448108,,3.66175,speech
10087,A1118865976#10757#9005549516605076,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118865976#10757#9005549516605076.wav,BẬT ĐÈN BỂ CÁ,BẬT ĐÈN BỂ CÁ,110622,1.24,2.4577303028234705,,3.318,speech
10092,A1118865976#10757#9005549788798641,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118865976#10757#9005549788798641.wav,TẮT TI VI,TẮT TIVI,110622,1.3009268991877685,2.1307665005801644,,3.087125,speech
7961,A1118874076#13064#9005548536794263,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118874076#13064#9005548536794263.wav,EM LÀM GÌ ĐÓ,EM LÀM GÌ ĐÓ,110622,1.246410693970421,2.6968297781569963,,3.89125,speech
7959,A1118874076#13064#9005548574177216,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118874076#13064#9005548574177216.wav,MỞ RÁP,MỞ RÁP ,110622,2.4100635665529,3.405898464163822,,4.367125,speech
7958,A1118874076#13064#9005549050595020,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118874076#13064#9005549050595020.wav,CHÍN NHÂN CHÍN BẰNG MẤY,9 X 9=MẤY,110622,1.5047098976109212,2.9817263936291245,,4.5925,speech
9680,A1118876132#10978#9005548574326534,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118876132#10978#9005548574326534.wav,THỜI TIẾT HÔM NAY,THỜI TIẾT HÔM NAY,110622,1.1707060080669438,2.121459123472398,,2.82975,speech
9681,A1118876132#10978#9005548606074869,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118876132#10978#9005548606074869.wav,THỜI TIẾT HÀ NỘI NGÀY MAI,THỜI TIẾT HÀ NỘI NGÀY MAI,110622,1.0803553368249956,2.345945232075131,,3.060625,speech
8540,A1118878187#12050#9005548094331012,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005548094331012.wav,KỂ CHUYỆN NÀNG BẠCH TUYẾT VÀ BẢY CHÚ LÙN,KỂ CHUYỆN NÀNG BẠCH TUYẾT VÀ 7  CHÚ LÙN,110622,1.462755972696247,5.007116040955633,,5.7765,speech
8531,A1118878187#12050#9005548095930082,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005548095930082.wav,TRUYỆN KỂ TIẾP,TRUYỆN KỂ TIẾP,110622,0.972079067121729,2.7461267064846417,,3.53375,speech
8542,A1118878187#12050#9005548448493717,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005548448493717.wav,TẮT NHẠC,TẮT NHẠC,110622,0.9207819965870307,2.250723549488055,,3.793875,speech
8541,A1118878187#12050#9005548481914733,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005548481914733.wav,BẬT  BỜ LU TÚT,BẬT BLUETOOTH,110622,0.9745349829351536,2.5620321387940845,,4.079125,speech
8536,A1118878187#12050#9005548523419272,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005548523419272.wav,BÂY GIỜ LÀ MẤY GIỜ,BÂY GIỜ LÀ MẤY GIỜ,110622,0.9587485779294652,2.8844738339021614,,3.6325,speech
8534,A1118878187#12050#9005548526823182,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005548526823182.wav,TÔI TÊN LÀ GÌ,TÔI TÊN LÀ GÌ,110622,0.8999765358361771,2.4873016211604093,,3.183125,speech
8539,A1118878187#12050#9005548549186089,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005548549186089.wav,TÔI LÀ AI,TÔI LÀ AI,110622,1.7162542662116036,4.126145017701812,,4.6245,speech
8533,A1118878187#12050#9005548560611272,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005548560611272.wav,BẠN TÊN LÀ GÌ,BẠN TÊN LÀ GÌ,110622,1.2692245449374289,2.8271486063708755,,3.215125,speech
8537,A1118878187#12050#9005548758313531,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005548758313531.wav,ĐỌC THƠ THẢ THÍNH,ĐỌC THƠ THẢ THÍNH,110622,0.9732337883959044,3.562741183808348,,4.4325,speech
8538,A1118878187#12050#9005548783861491,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005548783861491.wav,GIẢM ÂM LƯỢNG,GIẢM ÂM LƯỢNG,110622,1.097942548350398,3.044628555176337,,3.377875,speech
8532,A1118878187#12050#9005550253533726,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005550253533726.wav,KỂ CHUYỆN SỰ TÍCH DÉP NÀNG BÂN,KỂ CHUYỆN SỰ TÍCH DÉP NÀNG BÂN,110622,1.7121769055745164,6.64,,7.75775,speech
8535,A1118878187#12050#9005550369980373,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118878187#12050#9005550369980373.wav,BẠN CÓ YÊU TÔI KHÔNG,BẠN CÓ YÊU TÔI KHÔNG,110622,1.5417441695108076,3.9480285693970414,,4.593875,speech
7152,A1118880640#15068#9005548008270188,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118880640#15068#9005548008270188.wav,MỞ BÀI HÁT ,MỞ BÀI HÁT ,110622,4.558686998966045,5.31135063635484,,5.423125,speech
8600,A1118885942#11995#9005548713352329,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118885942#11995#9005548713352329.wav,MỞ KÊNH KHÁC,MỞ KÊNH KHÁC ,110622,1.3713166951080775,2.5718329726445344,,2.991125,speech
8599,A1118885942#11995#9005548888954903,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118885942#11995#9005548888954903.wav,ĐỌC THƠ THẢ THÍNH,ĐỌC THƠ THẢ THÍNH,110622,1.0570705346985212,2.8064391677008995,,3.503125,speech
8601,A1118885942#11995#9005550272410976,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118885942#11995#9005550272410976.wav,TẮT ĐI,TẮT ĐI,110622,1.13,2.2694880546075087,,2.804625,speech
6095,A1118890222#15547#9005548206473343,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118890222#15547#9005548206473343.wav,MỞ NHẠC THIẾU NHI,MỞ NHẠC THIẾU NHI,110622,1.1833188421509102,2.5212797051170845,,4.172375,speech
6114,A1118890222#15547#9005548383650793,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118890222#15547#9005548383650793.wav,KHÓC NHÈ NÈ,KHÓC NHÈ NÈ,110622,1.954951214223764,2.8529108846487423,,3.37375,speech
6119,A1118890222#15547#9005549443563343,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118890222#15547#9005549443563343.wav,TẮT NHẠC,TẮT NHẠC,110622,1.648970078057242,2.2638421509106665,,4.2725,speech
6117,A1118890222#15547#9005550020469146,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118890222#15547#9005550020469146.wav,MỞ NHẠC THIẾU NHI,MỞ NHẠC THIẾU NHI,110622,1.57,2.480927363399827,,3.59775,speech
6116,A1118890222#15547#9005550035322801,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118890222#15547#9005550035322801.wav,TẮT NHẠC,TẮT NHẠC,110622,1.705093668690373,2.6142018647007808,,3.66175,speech
6118,A1118890222#15547#9005550137759528,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118890222#15547#9005550137759528.wav,TẮT NHẠC,TẮT NHẠC,110622,2.6,3.3082605394473417,,5.19775,speech
8173,A1118891350#12914#9005548300111822,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118891350#12914#9005548300111822.wav,TẮT ĐÈN PHẦN,TẮT ĐÈN PHẦN,110622,0.8313833902161547,2.4621763367463023,,3.7285,speech
8170,A1118891350#12914#9005548321116504,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118891350#12914#9005548321116504.wav, BẬT ĐÈN TRANG TRÍ,BẬT ĐÈN TRANG TRÍ ,110622,0.874581200227531,2.914944539249148,,4.241875,speech
8306,A1118891350#12914#9005548737958127,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118891350#12914#9005548737958127.wav,TẮT ĐÈN TRANG TRÍ,TẮT ĐÈN TRANG TRÍ,110622,1.0178674630261662,2.95,,3.791125,speech
8304,A1118891350#12914#9005548885030984,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118891350#12914#9005548885030984.wav,TẮT ĐÈN ,TẮT ĐÈN ,110622,1.0137116040955632,2.42,,4.01375,speech
8305,A1118891350#12914#9005548923719154,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118891350#12914#9005548923719154.wav,MỞ BÀI HÁT ÍT NHƯNG  DÀI LÂU,MỞ BÀI HÁT ÍT NHƯNG DÀI LÂU,110622,1.4553346131968143,4.238366183162686,,5.900375,speech
8301,A1118891350#12914#9005549004620347,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118891350#12914#9005549004620347.wav,BẬT ĐÈN,BẬT ĐÈN,110622,1.0707096131968143,2.248240614334471,,3.08575,speech
8300,A1118891350#12914#9005550135843525,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118891350#12914#9005550135843525.wav,BẠN ĐÈN TRANG TRÍ,BẠN ĐÈN TRANG TRÍ,110622,1.4583967576791803,4.35122902187403,,4.847125,speech
8303,A1118891350#12914#9005550443195866,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118891350#12914#9005550443195866.wav,BẬT RÔ BỐT NÂU,BẬT ROBOT NÂU ,110622,1.0868690273037542,3.152626706484641,,3.660375,speech
8302,A1118891350#12914#9005550443206392,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118891350#12914#9005550443206392.wav,BẬT RÔ BÓT  LAU NHÀ,BẬT ROBOT LAU NHÀ,110622,1.0920661262798632,3.4779634527872583,,3.855125,speech
8307,A1118891350#12914#9005550443340179,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118891350#12914#9005550443340179.wav,TẮT ĐÈN TRANG TRÍ,TẮT ĐÈN TRANG TRÍ,110622,1.422377133105802,3.497013651877133,,3.98175,speech
7911,A1118892531#13133#9005549651640622,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118892531#13133#9005549651640622.wav,MỘT TRĂM HAI MƯƠI TÁM CỘNG BỐN BẰNG BAO NHIÊU,128 + 4 BẰNG BAO NHIÊU,110622,1.249836746302617,4.51134058589306,,5.548375,speech
7909,A1118892531#13133#9005550092133852,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118892531#13133#9005550092133852.wav,MỞ BÀI CỦA HƯƠNG LY,MỞ BÀI CỦA HƯƠNG LY,110622,1.285278725824801,2.76774076993901,,3.9845,speech
7910,A1118892531#13133#9005550290245732,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118892531#13133#9005550290245732.wav,MỘT TRĂM HAI MƯƠI SÁU NĂM NHÂN CHÍN,126 - 5 X 9,110622,1.8316737770193392,5.640423612654067,,6.73375,speech
7919,A1118892531#13133#9005550355777663,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118892531#13133#9005550355777663.wav,CON CHÀO BỐ,CON CHÀO BỐ,110622,2.1151989476678046,3.3634833617747435,,5.452375,speech
7918,A1118892531#13133#9005550390981151,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118892531#13133#9005550390981151.wav,CHUYỂN BÀI,CHUYỂN BÀI,110622,1.3480853242320818,2.1464596312958943,,4.20575,speech
7920,A1118892531#13133#9005550391600364,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118892531#13133#9005550391600364.wav,MỘT CỘNG MƯỜI BẰNG BAO NHIÊU,1 + 10 BẰNG BAO NHIÊU,110622,2.650085039817975,4.637323947667804,,5.68325,speech
7912,A1118892531#13133#9005550436654763,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118892531#13133#9005550436654763.wav,BA MƯƠI CHÍN CỘNG SẮT BA MƯƠI SÁU,39 + SẮT 36,110622,1.7360888794084186,3.821529579067122,,4.847125,speech
11897,A1118893933#7831#9005548111540940,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005548111540940.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.8545247981691129,2.637275269927537,,3.343125,speech
11896,A1118893933#7831#9005548273611941,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005548273611941.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.1817106508651698,1.8940041908203864,,2.793625,speech
11901,A1118893933#7831#9005548285928425,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005548285928425.wav,MỞ TI VI,MỞ TIVI,110622,1.5406311764037712,2.402269887546856,,3.308375,speech
11898,A1118893933#7831#9005548357799057,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005548357799057.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.1978885481217842,1.900872379658608,,2.572375,speech
11892,A1118893933#7831#9005548791648009,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005548791648009.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.5270351158397806,2.1756825080660307,,3.215125,speech
11895,A1118893933#7831#9005548890421576,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005548890421576.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.2659996886819045,2.2388184112988974,,3.3125,speech
12000,A1118893933#7831#9005548961639395,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005548961639395.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.1691658195845387,1.874153091632566,,2.575125,speech
11899,A1118893933#7831#9005548962242367,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005548962242367.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.4427918081270852,2.2712599968868186,,3.4405,speech
11894,A1118893933#7831#9005549485940488,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005549485940488.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.933062739010261,2.927269319601681,,3.9845,speech
11893,A1118893933#7831#9005549493837179,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005549493837179.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.8061035595437929,2.73615576796324,,3.375125,speech
12001,A1118893933#7831#9005549739781800,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005549739781800.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.2793486590038314,1.9609250136836336,,2.7045,speech
11900,A1118893933#7831#9005550003361691,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005550003361691.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.175909785064304,1.842469493499895,,2.5765,speech
11902,A1118893933#7831#9005550003369333,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005550003369333.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.1355132331225626,1.7725604327255775,,2.508375,speech
12002,A1118893933#7831#9005550282042758,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118893933#7831#9005550282042758.wav,TÔI ĐI NHA,TÔI ĐI NHA,110622,1.3921215280492785,2.0971277399848827,,3.188625,speech
6356,A1118905190#15365#9005550140723230,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118905190#15365#9005550140723230.wav,MỞ BÀI CHẠY VỀ NƠI CHÀNG CỦA KHẮC VIỆT,MỞ BÀI CHẠY VỀ NƠI CHÀNG CỦA KHẮC VIỆT,110622,1.881284505208332,4.989142144097223,,5.74175,speech
8169,A1118914755#12886#9005548009871528,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118914755#12886#9005548009871528.wav,NGƯỜI TA CHỨ MAIKA GÌ MÀ EM NGHE NGỦ ĐI CON KHÔNG PHẢI THẾ CÓ PHẦN CÁI GÌ TRÊN MẠNG CHO TI VI NÓ CŨNG ĐÚNG ĐÂU CON,NGƯỜI TA CHỨ MAIKA GÌ MÀ EM NGHE NGỦ ĐI CON KHÔNG PHẢI THẾ CÓ PHẦN CÁI GÌ TRÊN MẠNG CHO TIVI NÓ CŨNG ĐÚNG ĐÂU CON,110622,1.6238270762229807,10.510132110352677,,11.151125,speech
8197,A1118914755#12886#9005549654363779,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118914755#12886#9005549654363779.wav,TẮT ĐÈN HAI,TẮT ĐÈN 2,110622,3.421522753128555,5.36,,5.38975,speech
8198,A1118914755#12886#9005549667959291,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118914755#12886#9005549667959291.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.5036085039817977,3.244042262935515,,3.921875,speech
9364,A1118917346#11118#9005549679349134,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118917346#11118#9005549679349134.wav,ĐỒNG Ý,ĐỒNG Ý,110622,0.7669261332851725,2.5980278128950696,,3.9845,speech
10777,A1118920620#10422#9005549756728515,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1118920620#10422#9005549756728515.wav,BẬT BỜ LU TÚT,BẬT BLUETOOTH,110622,1.2852490934930036,2.169094485720556,,3.0565,speech
